,,,,,PLAYER STATS,,,,,,,,,,,,,,,,
Player,Team,Age,Pos,GP,TOI,G,A,PTS,SOG,PPG,PPP,SHG,SHP,BLK,HIT,+/-,PIM,GWG,FOW,FOL,FO%
Marco Rossi,MIN,24,C,75.7300000000000000000000000,18.0465262800305000000000000,0.2944590265122740000000000,0.3787503736966480000000000,0.6732094002089220000000000,1.8441223273292900000000000,0.0652489240186085000000000,0.1568125345702100000000000,0.0002705946388021200000000,0.0004499838750124820000000,0.5034678331204400000000000,0.7011947130126870000000000,0.0440794680786422000000000,0.4092388456137540000000000,0.0452869305932996000000000,5.3385482974891100000000000,6.2765114715221600000000000,0.4596229725594910000000000
Elias Lindholm,BOS,31,C,80.8675000000000000000000000,19.4787047393239000000000000,0.2455414906449400000000000,0.4273689342440850000000000,0.6729104248890260000000000,2.1570265019532900000000000,0.0614974005797098000000000,0.1885388492606700000000000,0.0116918241621852000000000,0.0281889749281093000000000,0.9238479961817170000000000,1.3479619278997800000000000,-0.0366899421130090000000000,0.2765281970888320000000000,0.0332316582460359000000000,10.1974331832826000000000000,8.0971776816246300000000000,0.5574009340009150000000000
Mason McTavish,ANA,23,C,78.2900000000000000000000000,17.3797131939900000000000000,0.2866214279677760000000000,0.3847941410945180000000000,0.6714155690622940000000000,2.2940344291956500000000000,0.0651729508016926000000000,0.1408945205959270000000000,0.0002427927567947400000000,0.0004596878519488600000000,0.4652114970882440000000000,0.9579585731431680000000000,-0.0627128651827254000000000,0.6856252484756540000000000,0.0419009084473934000000000,6.2357439012417800000000000,6.5199853165744400000000000,0.4888582843646580000000000
Anthony Cirelli,T.B,28,C,78.5200000000000000000000000,18.7405592362805000000000000,0.2938893310705940000000000,0.3724127293827740000000000,0.6663020604533680000000000,1.9915486142901700000000000,0.0384134685935027000000000,0.0761090847099421000000000,0.0314937440886455000000000,0.0514506732167743000000000,0.8901714641303600000000000,0.5246817315636300000000000,0.1157669363132630000000000,0.3857888404354630000000000,0.0494459325220678000000000,7.7783606090602000000000000,7.7791497053110200000000000,0.4999746393788310000000000
Ryan Donato,CHI,29,"LW,RW",80.0250000000000000000000000,17.3497292831146000000000000,0.3138985448079830000000000,0.3494693541130280000000000,0.6633678989210110000000000,2.3223696848320900000000000,0.0424436908948870000000000,0.1202316981676450000000000,0.0001980610417487350000000,0.0003293645263987650000000,0.2965477649982070000000000,1.3389067839058800000000000,-0.0843415750372900000000000,0.4782284894066410000000000,0.0432540847951267000000000,2.7065811982750900000000000,3.4380011300435400000000000,0.4404825346388840000000000
Pavel Zacha,BOS,28,"C,LW",81.4800000000000000000000000,18.5762060097970000000000000,0.2303140341691950000000000,0.4315413716971840000000000,0.6618554058663790000000000,1.7294221437188400000000000,0.0464671644854761000000000,0.1250077895986170000000000,0.0079571314787455700000000,0.0179343475323112000000000,0.3792193363572800000000000,0.9663020791921210000000000,-0.0209929430965934000000000,0.2823658925395620000000000,0.0311707697655221000000000,4.6335352503646000000000000,4.2785530121275500000000000,0.5199157721390080000000000
Mats Zuccarello,MIN,38,RW,77.5350000000000000000000000,17.2104381141283000000000000,0.2163416877893760000000000,0.4445583191245780000000000,0.6609000069139540000000000,1.9494277380874400000000000,0.0382619440090435000000000,0.1754020057642210000000000,0.0000712793246963035000000,0.0001185335632557420000000,0.6325055678224290000000000,0.4882474934813170000000000,0.0153186828481324000000000,0.3381342785253910000000000,0.0332727140865772000000000,0.2152462017410070000000000,0.3338473321471100000000000,0.3920027981696560000000000
Aliaksei Protas,WSH,25,RW,77.5600000000000000000000000,16.4801546165316000000000000,0.2644713275715400000000000,0.3958641735305680000000000,0.6603355011021090000000000,1.8716995171060100000000000,0.0033417384312367300000000,0.0100718054624084000000000,0.0251868817740662000000000,0.0463792510550427000000000,0.5260099946056490000000000,0.4307540934596570000000000,0.0473604867783017000000000,0.2667860282157770000000000,0.0423876746601527000000000,0.1897985319321410000000000,0.4205532410602150000000000,0.3109658074746330000000000
Chris Kreider,ANA,34,LW,79.2450000000000000000000000,18.2859842866575000000000000,0.3790967669302050000000000,0.2768705773699070000000000,0.6559673443001120000000000,2.5331726345251000000000000,0.1014535929930240000000000,0.1657313206653210000000000,0.0408941844586838000000000,0.0524718460431762000000000,0.3966814026854370000000000,1.2886375541633900000000000,-0.0350608284849501000000000,0.3659068585670700000000000,0.0554197885219916000000000,0.4364826850640480000000000,0.6576192577259400000000000,0.3989415135768840000000000
Nick Schmaltz,UTA,30,"C,RW",80.4500000000000000000000000,16.4899591652848000000000000,0.2241460757385940000000000,0.4267877654256410000000000,0.6509338411642350000000000,1.8967602210648500000000000,0.0697197845134080000000000,0.1710798350636100000000000,0.0003825918617805870000000,0.0006216360387625230000000,0.4769987741145560000000000,0.2705080098018730000000000,0.0029355434355389400000000,0.2146287138803410000000000,0.0340977665178809000000000,1.6842039902907300000000000,2.0994118523268300000000000,0.4451308114635600000000000
Dougie Hamilton,N.J,32,D,70.3100000000000000000000000,19.7846797060213000000000000,0.1715339834316820000000000,0.4793061803003910000000000,0.6508401637320730000000000,2.6805966515561300000000000,0.0844352950741959000000000,0.2519690524408770000000000,0.0001242498118693440000000,0.0006754749222587710000000,1.2892051686346200000000000,1.0779342099122000000000000,0.0607966630952735000000000,0.5330825110917700000000000,0.0269192765574928000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Morgan Rielly,TOR,32,D,78.9550000000000000000000000,22.1554039268292000000000000,0.0916770703190266000000000,0.5523198317459410000000000,0.6439969020649680000000000,1.8340810231401700000000000,0.0168675099552084000000000,0.2392780743944350000000000,0.0000593368555733363000000,0.0017554262366697600000000,1.6120574789251500000000000,0.6364848612425350000000000,0.0535907321877677000000000,0.3189292462401480000000000,0.0133783256119407000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Trevor Zegras,PHI,25,C,70.4800000000000000000000000,16.3229382136392000000000000,0.2437034704536890000000000,0.4002455053393270000000000,0.6439489757930160000000000,1.9804053710696100000000000,0.0461750562175979000000000,0.1451942539214240000000000,0.0000258391272726090000000,0.0000429690354123093000000,0.4659966684244170000000000,0.8044565340480170000000000,-0.0578303052567977000000000,0.4940886524501700000000000,0.0351673139149873000000000,1.5102094028868900000000000,2.3855103115526700000000000,0.3876586391185350000000000
Frank Nazar,CHI,22,C,76.0000000000000000000000000,17.7846220359399000000000000,0.2863583412547170000000000,0.3540892840586210000000000,0.6404476253133380000000000,2.0824043167009800000000000,0.0515695087365435000000000,0.1561060983746680000000000,0.0133946876691405000000000,0.0258448399022102000000000,0.6795134359607170000000000,0.7088396510556670000000000,-0.1037385654408470000000000,0.3620842515237520000000000,0.0394591442977227000000000,3.5476628987529100000000000,4.5078945989016500000000000,0.4403994260838980000000000
Jake Debrusk,VAN,29,"LW,RW",79.9550000000000000000000000,16.5708212869664000000000000,0.3358456524617890000000000,0.3019738339149540000000000,0.6378194863767430000000000,2.2847963714572900000000000,0.1268846889496740000000000,0.2319695345846330000000000,0.0005311316114323260000000,0.0008629837275046300000000,0.5643294671210160000000000,1.2086541243501200000000000,0.0137374965295056000000000,0.2646759348526210000000000,0.0530319203109724000000000,0.1079133202891810000000000,0.2194746642878480000000000,0.3296190617031980000000000
Conor Garland,VAN,30,RW,81.7525000000000000000000000,18.7243526854439000000000000,0.2556479693196980000000000,0.3775813818774840000000000,0.6332293511971820000000000,2.2506120360409800000000000,0.0538692249085399000000000,0.1471369754076370000000000,0.0022372019756647200000000,0.0037203427926425900000000,0.6361435448364320000000000,0.6747014053183240000000000,0.0249920982552173000000000,0.4466147253836730000000000,0.0403682543967623000000000,0.0512856423515462000000000,0.1626020059606050000000000,0.2397784199146420000000000
Matty Beniers,SEA,23,C,81.1425000000000000000000000,20.8649949947872000000000000,0.2736009558248670000000000,0.3581618808703790000000000,0.6317628366952460000000000,2.0618667011874400000000000,0.0606458783673482000000000,0.1301879464426700000000000,0.0035613336717457600000000,0.0105925693933562000000000,0.9239504067986550000000000,0.6730278464422300000000000,-0.0509213027357024000000000,0.2481820656288350000000000,0.0376220846218394000000000,7.4674461006844800000000000,8.6408747379499100000000000,0.4635769411032880000000000
Chandler Stephenson,SEA,31,C,80.2575000000000000000000000,18.7689746163480000000000000,0.1919947663476910000000000,0.4373873713282500000000000,0.6293821376759410000000000,1.1163064961808100000000000,0.0315203904572866000000000,0.1726327831723330000000000,0.0261632146899320000000000,0.0365018409781702000000000,0.5924488568312050000000000,0.5364168646371240000000000,-0.0892041311337935000000000,0.2841502062379740000000000,0.0264006509944605000000000,9.1248241739474000000000000,7.9318509088294300000000000,0.5349708621207950000000000
William Karlsson,VGK,33,C,75.2325000000000000000000000,16.7404938247030000000000000,0.2567396431431040000000000,0.3721981085342520000000000,0.6289377516773560000000000,2.1276645609388200000000000,0.0303126400875166000000000,0.1059374566624100000000000,0.0247385536231012000000000,0.0375555227399706000000000,0.6550650567427000000000000,0.5526427404445880000000000,0.0885174815165251000000000,0.1853284658029700000000000,0.0436597203417646000000000,7.4655535823822800000000000,5.7188406499666200000000000,0.5662416832215910000000000
Jake Sanderson,OTT,23,D,80.7625000000000000000000000,25.2259875010973000000000000,0.1274726298106480000000000,0.5001720373856040000000000,0.6276446671962510000000000,2.3439705018698400000000000,0.0475707874308935000000000,0.2644879460846880000000000,0.0003071433862914110000000,0.0217807154237517000000000,2.0197929548295700000000000,0.6502846488743020000000000,0.0108627392756411000000000,0.2852535398104700000000000,0.0212956787771485000000000,0.0006564018041214890000000,0.0012811328825931600000000,0.3387819627810160000000000
Mason Marchment,SEA,30,LW,76.9425000000000000000000000,15.4626457727147000000000000,0.2727825339403210000000000,0.3522404922181930000000000,0.6250230261585130000000000,2.0010025906000500000000000,0.0591809616915551000000000,0.1218171735445890000000000,0.0000448157587395768000000,0.0000745261209480450000000,0.3903006254162680000000000,1.2001057159456000000000000,-0.0544729889508012000000000,0.7078046888351800000000000,0.0375095457701240000000000,0.1554353384820840000000000,0.1925081222874410000000000,0.4467258506261820000000000
Juraj Slafkovsky,MTL,21,"LW,RW",77.1975000000000000000000000,17.2538592090547000000000000,0.2384191445837090000000000,0.3838268940056430000000000,0.6222460385893510000000000,1.7602631662229100000000000,0.0713342263309907000000000,0.1597277415469910000000000,0.0000845265296834722000000,0.0001405629303548060000000,0.7599896547179100000000000,2.0659125672522300000000000,0.0189580589464534000000000,0.5861666502047940000000000,0.0373069644453595000000000,0.0947962514140830000000000,0.1504217062100370000000000,0.3865795651042440000000000
Andrei Kuzmenko,L.A,30,"LW,RW",77.7150000000000000000000000,15.4207139336313000000000000,0.2597309220781410000000000,0.3612519991194550000000000,0.6209829211975960000000000,1.4407801100489900000000000,0.0730262624363557000000000,0.1820512766763830000000000,0.0000146532001588424000000,0.0000243674590819639000000,0.3341883970431010000000000,0.4195768607220840000000000,0.0276362786263465000000000,0.2148069255467150000000000,0.0397974996791956000000000,0.0101786075111195000000000,0.0041151425033984400000000,0.7121019676978570000000000
Owen Tippett,PHI,27,"LW,RW",80.0925000000000000000000000,17.0484529944090000000000000,0.3042458185318830000000000,0.3125901565569680000000000,0.6168359750888510000000000,2.7275237928711100000000000,0.0351279687468738000000000,0.0954979742136315000000000,0.0002716390611004600000000,0.0004517206913627120000000,0.7496581122284390000000000,1.5559424016574100000000000,-0.0392102481826811000000000,0.2441135773996020000000000,0.0439037991035349000000000,0.1487585754875410000000000,0.1725950798872000000000000,0.4629123490568960000000000
Kyle Palmieri,NYI,35,RW,79.3300000000000000000000000,17.4035390097824000000000000,0.3100647996052160000000000,0.3052497130071680000000000,0.6153145126123840000000000,2.1755946906316300000000000,0.0718242144073215000000000,0.1357686324895280000000000,0.0020678695318470100000000,0.0112550218545505000000000,0.5644514012593740000000000,0.8181277606105340000000000,-0.0279206680700901000000000,0.3325934547976200000000000,0.0470258081872091000000000,0.1510099531131170000000000,0.2396666695703410000000000,0.3865343978758390000000000
Shane Wright,SEA,22,C,79.3350000000000000000000000,15.7874652233818000000000000,0.2781734585266050000000000,0.3314490784074680000000000,0.6096225369340730000000000,1.3863240871762300000000000,0.0876734397094826000000000,0.1696867860126390000000000,0.0001543028480810120000000,0.0002565970775043020000000,0.7767263416279280000000000,0.7731958411835670000000000,-0.0470308318723930000000000,0.3051105131950630000000000,0.0382508363857349000000000,5.2108377800453000000000000,6.5379261261432700000000000,0.4435222140518570000000000
Anders Lee,NYI,35,LW,81.8925000000000000000000000,16.5048595630951000000000000,0.3157641525557560000000000,0.2934539274270820000000000,0.6092180799828380000000000,2.6535815962964000000000000,0.0566195639210027000000000,0.1045342710322520000000000,0.0000127813726980478000000,0.0000212547138409944000000,0.5447383174169520000000000,1.5737970842270900000000000,0.0112376795035628000000000,0.5331562754535260000000000,0.0478901974341812000000000,0.1823917529763880000000000,0.2100824963560320000000000,0.4647228532486600000000000
Cutter Gauthier,ANA,22,LW,81.3550000000000000000000000,16.8046941749761000000000000,0.2748021656281000000000000,0.3332564383731330000000000,0.6080586040012330000000000,2.5778560324666300000000000,0.0361030565168791000000000,0.0994928779390524000000000,0.0006520747656913830000000,0.0010843641661291000000000,0.6693560886887710000000000,0.9810274471912900000000000,-0.0340937379262977000000000,0.3419549093775870000000000,0.0401730619541223000000000,0.3010289866885870000000000,0.5104859084176600000000000,0.3709469641332640000000000
Jamie Benn,DAL,36,"C,LW",41.0000000000000000000000000,14.3662541901677000000000000,0.2228634450184990000000000,0.3819603372171500000000000,0.6048237822356490000000000,1.6960315097806500000000000,0.0423650004583739000000000,0.1403132732098740000000000,0.0022283644255087600000000,0.0046538304397062000000000,0.5269744040469150000000000,1.3469356555146200000000000,0.0787914049692474000000000,0.5109635276725370000000000,0.0365510654664650000000000,4.1286885627690200000000000,2.8961574371544500000000000,0.5877265583920280000000000
Miro Heiskanen,DAL,26,D,77.0000000000000000000000000,23.9105445884146000000000000,0.1172712586528880000000000,0.4865928901328480000000000,0.6038641487857350000000000,2.1046979478064600000000000,0.0107502514482500000000000,0.1544811326162090000000000,0.0002660521122027350000000,0.0036752926506734000000000,1.5760125200244300000000000,0.6211734870502210000000000,0.0910022312759267000000000,0.3557157500391870000000000,0.0192332549288227000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Mackenzie Weegar,CGY,32,D,81.7525000000000000000000000,23.8165918502757000000000000,0.1488854958027660000000000,0.4535829576686720000000000,0.6024684534714380000000000,2.3258917696372300000000000,0.0396283884981859000000000,0.2172364776931910000000000,0.0003433164202896330000000,0.0183972677217652000000000,2.2014276349989000000000000,2.2856010886882200000000000,-0.0236303685702645000000000,0.5362852491692660000000000,0.0209670228091124000000000,0.0000000000000000000000000,0.0088333535822523800000000,0.0000000000000000000000000
Boone Jenner,CBJ,32,"C,LW",67.3900000000000000000000000,17.7253152965146000000000000,0.3040095388164500000000000,0.2973145689219440000000000,0.6013241077383940000000000,2.5260885643408500000000000,0.0708563352027728000000000,0.1235735863448400000000000,0.0132833772063930000000000,0.0154462488655162000000000,0.8450954761956560000000000,1.5541785984175700000000000,-0.0097638481004169400000000,0.4170930004212770000000000,0.0418084460262611000000000,6.9248749499408800000000000,5.9507663416853400000000000,0.5378275763588200000000000
Moritz Seider,DET,24,D,82.0300000000000000000000000,25.4828759070122000000000000,0.1086663593415710000000000,0.4921419756715560000000000,0.6008083350131270000000000,2.0089635434059300000000000,0.0410370853340859000000000,0.2673422040549260000000000,0.0021637387030226700000000,0.0081816100012594500000000,2.2870809770913300000000000,2.3231844390912000000000000,-0.0249669021508904000000000,0.5731497702820940000000000,0.0150707744334365000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Matt Coronato,CGY,23,RW,76.3425000000000000000000000,17.5620944270262000000000000,0.2815117500217500000000000,0.3178636293841480000000000,0.5993753794058980000000000,2.3347941546782900000000000,0.0628318566292733000000000,0.1879203269785520000000000,0.0000459241752132256000000,0.0000763693560621926000000,0.4678308795019940000000000,0.5250867091099020000000000,-0.0501231603770428000000000,0.3597536620700960000000000,0.0396443135841682000000000,0.7853514282785840000000000,1.1947382740294000000000000,0.3966241667552640000000000
Jason Zucker,BUF,34,LW,78.2450000000000000000000000,15.1042190929781000000000000,0.2544294175417020000000000,0.3440909610330680000000000,0.5985203785747710000000000,1.9885002874187200000000000,0.0943683946476790000000000,0.2047104361996540000000000,0.0000570075963734902000000,0.0000948004706776538000000,0.3180828960919980000000000,1.1404821875841200000000000,0.0153242317042512000000000,0.5227521100268830000000000,0.0366314399115387000000000,0.3908538280520320000000000,0.6926973280333020000000000,0.3607156209071960000000000
Shayne Gostisbehere,CAR,32,D,79.0625000000000000000000000,18.3108808310540000000000000,0.1139952922144130000000000,0.4842854403043290000000000,0.5982807325187430000000000,1.6804050572167700000000000,0.0480147356330049000000000,0.3186767146196000000000000,0.0010699135455225400000000,0.0013372441498311200000000,1.0025936795537400000000000,0.6573257580207780000000000,0.0762724250574573000000000,0.3786945217915760000000000,0.0192745373568827000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Filip Chytil,VAN,26,C,66.7150000000000000000000000,15.9746197850818000000000000,0.2614269943869590000000000,0.3364352152676900000000000,0.5978622096546490000000000,2.5438155094445200000000000,0.0400756445470874000000000,0.1412948479013880000000000,0.0000525584629652120000000,0.0000874018086037588000000,0.3274244001169770000000000,0.5268983708509520000000000,0.0141925914967778000000000,0.3936965838447020000000000,0.0412807950075923000000000,4.5063020485030200000000000,5.8209485840487000000000000,0.4363506037414320000000000
Devon Toews,COL,32,D,80.7650000000000000000000000,24.5730946251203000000000000,0.1301073898232660000000000,0.4676264074834540000000000,0.5977337973067200000000000,1.9306579052977800000000000,0.0059763170275210700000000,0.0367179390670829000000000,0.0003083216707164880000000,0.0043268562654704100000000,1.4723259188219900000000000,0.7466556117084300000000000,0.1031308400677120000000000,0.3459495594259240000000000,0.0205050444043706000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Ivan Barbashev,VGK,30,LW,79.9000000000000000000000000,15.6875377416007000000000000,0.2532162366401730000000000,0.3436134307504060000000000,0.5968296673905790000000000,1.5009660886990900000000000,0.0189690578577389000000000,0.0350586430698160000000000,0.0000316351209459430000000,0.0000526074513994861000000,0.4807809969475900000000000,1.5763986211737600000000000,0.0847881472341729000000000,0.3578920811054570000000000,0.0430605493657321000000000,0.2862920023840710000000000,0.4438309390213480000000000,0.3921147880012990000000000
Connor McMichael,WSH,25,LW,80.7000000000000000000000000,16.7528931277439000000000000,0.2824976770439370000000000,0.3113278083471760000000000,0.5938254853911120000000000,2.0736632050507400000000000,0.0459777738719398000000000,0.1185268571782260000000000,0.0037515025768916600000000,0.0115903549676181000000000,0.4665469250719200000000000,0.5854470002499390000000000,0.0321959771900763000000000,0.4660018952894720000000000,0.0452768159661774000000000,1.3242729615171700000000000,1.6069815251065600000000000,0.4517768646701490000000000
Josh Norris,BUF,26,C,65.6150000000000000000000000,17.8912070882852000000000000,0.3248570631751710000000000,0.2688610542496010000000000,0.5937181174247720000000000,1.8580820490882200000000000,0.0801972512944684000000000,0.1604263267302980000000000,0.0226636292520017000000000,0.0406404836699500000000000,0.7531638325041610000000000,2.0216185416383300000000000,-0.0150738621747173000000000,0.5206687820723120000000000,0.0467712503708016000000000,6.9910394655546800000000000,6.1282758383823900000000000,0.5328814273910080000000000
Jimmy Snuggerud,STL,21,RW,72.0000000000000000000000000,15.8172987299990000000000000,0.2351753651315620000000000,0.3553572296038890000000000,0.5905325947354510000000000,1.8072768723673900000000000,0.0776464242871532000000000,0.1514289117271900000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.5088764967585660000000000,0.8784200450780040000000000,0.0017350308697541500000000,0.3529948411232700000000000,0.0365502216183156000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Claude Giroux,OTT,38,"LW,RW",81.8525000000000000000000000,16.7023344776427000000000000,0.2138858010986800000000000,0.3744228421384490000000000,0.5883086432371290000000000,1.7522060064774100000000000,0.0289738470109948000000000,0.1314115860379930000000000,0.0079162745692414500000000,0.0181029885218634000000000,0.4426317059300270000000000,0.7040688078450350000000000,0.0090159985186697900000000,0.2929248920874670000000000,0.0357319318033723000000000,6.8250694293941200000000000,4.6530203706286600000000000,0.5946171835474380000000000
Pavel Dorofeyev,VGK,25,RW,77.9925000000000000000000000,16.6002743759908000000000000,0.3523717822124090000000000,0.2334847428345010000000000,0.5858565250469100000000000,2.7010522951738000000000000,0.0833471035875215000000000,0.1240823303290570000000000,0.0000500819699752828000000,0.0000832835381273638000000,0.4770260374885540000000000,0.4667672968130260000000000,0.0877125078129989000000000,0.3671994166238760000000000,0.0599223917248644000000000,0.0465555737507501000000000,0.1374428868032710000000000,0.2530215394768570000000000
Anton Lundell,FLA,24,C,80.0475000000000000000000000,16.4349180622154000000000000,0.2274143974791100000000000,0.3579764188980120000000000,0.5853908163771220000000000,2.2441825538057700000000000,0.0226773052279957000000000,0.0781964571403029000000000,0.0122426621573150000000000,0.0171465592386734000000000,0.6838181298701830000000000,1.2518809659219000000000000,0.0767108948468263000000000,0.4357248268144410000000000,0.0334173572518555000000000,6.2470039104885500000000000,5.7420618063134400000000000,0.5210584425885440000000000
Charlie McAvoy,BOS,28,D,73.7500000000000000000000000,23.0505351467226000000000000,0.1336448301410050000000000,0.4513748497038660000000000,0.5850196798448710000000000,1.7974477450875600000000000,0.0273299553471155000000000,0.1654575544599340000000000,0.0066227346060176000000000,0.0080130041317018800000000,1.7786630615775000000000000,1.7156451566138800000000000,-0.0196795519114079000000000,0.7875730646548200000000000,0.0180875309909133000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Tyler Bertuzzi,CHI,31,"LW,RW",78.5550000000000000000000000,16.0965135616616000000000000,0.2698148208733610000000000,0.3146044555411700000000000,0.5844192764145300000000000,1.7845712815593700000000000,0.1055013385323870000000000,0.2061953198955150000000000,0.0000035876465982198800000,0.0000059660572936291600000,0.4058502830600730000000000,0.8809793881440880000000000,-0.0931109647670985000000000,0.4285731312018170000000000,0.0371795069906341000000000,0.1809370609235100000000000,0.3092336119605050000000000,0.3691307353394510000000000
John Carlson,WSH,36,D,76.6100000000000000000000000,23.3399191877326000000000000,0.0989957547279552000000000,0.4834911841150720000000000,0.5824869388430270000000000,2.0678298116112200000000000,0.0357527133268840000000000,0.1962009613839480000000000,0.0025320385302575500000000,0.0038638967818038300000000,1.8150859706920900000000000,0.8170883362416800000000000,0.0303949314487483000000000,0.3545311588815240000000000,0.0158663696464780000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Jakob Chychrun,WSH,27,D,76.6300000000000000000000000,21.4637103393457000000000000,0.1987863055416890000000000,0.3824176416229880000000000,0.5812039471646770000000000,2.4121192087287000000000000,0.0772538077773667000000000,0.2101194722621760000000000,0.0000436418413065607000000,0.0002372556458659070000000,1.4184300143543400000000000,0.9295501214811940000000000,0.0183586491135394000000000,0.6153219184598060000000000,0.0318601238310627000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Brayden Schenn,STL,34,C,82.0300000000000000000000000,15.9982434868947000000000000,0.2275226963061220000000000,0.3533331589508120000000000,0.5808558552569340000000000,1.5713991126353800000000000,0.0332628075269499000000000,0.1092498003221670000000000,0.0045294834160837200000000,0.0054797584425514600000000,0.5284221614435020000000000,1.9243617036275700000000000,-0.0005765933871654500000000,0.5594494806092740000000000,0.0353608677019948000000000,6.0129273906470200000000000,6.0495468270989500000000000,0.4984820926540070000000000
Gabriel Landeskog,COL,33,LW,62.0000000000000000000000000,17.0000000000000000000000000,0.2624697075027730000000000,0.3172632474503890000000000,0.5797329549531620000000000,2.2205916369414500000000000,0.0751539640821067000000000,0.1690278036426790000000000,0.0075080601259741200000000,0.0127419712528068000000000,0.5685363626208830000000000,1.3520647658836800000000000,0.0784591506598441000000000,0.8926829268292680000000000,0.0413654675146218000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Jordan Eberle,SEA,35,RW,74.3800000000000000000000000,15.7219811072853000000000000,0.2123701664051100000000000,0.3667800984987440000000000,0.5791502649038540000000000,1.7945788902412100000000000,0.0467070587738387000000000,0.1324615712411740000000000,0.0000925540295529645000000,0.0001539122173692400000000,0.4329411532055130000000000,0.4582734912319630000000000,-0.0425864825426499000000000,0.3190433202496320000000000,0.0292024139592606000000000,0.2596051018871060000000000,0.3577596581494240000000000,0.4205052161897680000000000
Jaden Schwartz,SEA,33,"C,LW",78.0025000000000000000000000,17.0638442612521000000000000,0.2827946981496780000000000,0.2961636541151780000000000,0.5789583522648560000000000,2.2699229729531700000000000,0.0727379230757143000000000,0.1253450502815870000000000,0.0001398013534073550000000,0.0002324818962294180000000,0.4885422044870650000000000,0.6219121437733660000000000,-0.0757053242752624000000000,0.3422627619985410000000000,0.0388862898242394000000000,0.6090886422245370000000000,0.5820497046192430000000000,0.5113500407727370000000000
Sean Couturier,PHI,33,C,78.5975000000000000000000000,16.5819341124601000000000000,0.1976344300626440000000000,0.3799997844378720000000000,0.5776342145005160000000000,2.1515850813772700000000000,0.0350226686387530000000000,0.0923140656092805000000000,0.0011633994031973800000000,0.0069603757951331200000000,0.5465861397674540000000000,0.7183013273206780000000000,-0.0292957395309254000000000,0.4387954944537350000000000,0.0285193806616035000000000,8.1199492975098200000000000,6.6775714228360400000000000,0.5487371466454710000000000
Oliver Bjorkstrand,T.B,30,RW,75.2000000000000000000000000,14.0436118181624000000000000,0.2371202235969060000000000,0.3390962394749490000000000,0.5762164630718550000000000,1.9702504181900100000000000,0.0712823894404602000000000,0.1861456390615340000000000,0.0000137393553542349000000,0.0000228477858609506000000,0.3462759451344660000000000,0.8906644384938680000000000,0.0845386656860623000000000,0.2119372668711130000000000,0.0398947131999628000000000,0.0699862766402082000000000,0.1565313680975200000000000,0.3089661148527360000000000
Matias MacCelli,TOR,25,LW,75.4375000000000000000000000,15.5068825791785000000000000,0.2045191497873680000000000,0.3685097214694930000000000,0.5730288712568610000000000,1.6915940048351000000000000,0.0156637797799493000000000,0.0899012083265840000000000,0.0000365124905639327000000,0.0001395824281982170000000,0.2826329570561680000000000,0.3366659074003610000000000,0.0527802140731574000000000,0.2196956863919260000000000,0.0298452357848179000000000,0.0678274897831852000000000,0.1421739474688450000000000,0.3229858360530310000000000
Dmitri Voronkov,CBJ,25,LW,78.6700000000000000000000000,16.1789449888970000000000000,0.2716518712538170000000000,0.2995166990463870000000000,0.5711685703002040000000000,2.0295997844316300000000000,0.0794511823493255000000000,0.1202762783019460000000000,0.0002635761616810880000000,0.0004383125368603700000000,0.6395382769752240000000000,1.0254648521162800000000000,0.0116182554544683000000000,0.5503147631976300000000000,0.0373585073727084000000000,1.0608491265211100000000000,1.4594441744226600000000000,0.4209228846991150000000000
Noah Dobson,MTL,26,D,79.2650000000000000000000000,21.9805308375021000000000000,0.1285006698965000000000000,0.4406086467901320000000000,0.5691093166866320000000000,2.2563570365618500000000000,0.0107260770031187000000000,0.0984338654931672000000000,0.0002209625894893380000000,0.0095859621619165600000000,1.8132757411235400000000000,0.8735666573633900000000000,0.0347272581017868000000000,0.3991989291518990000000000,0.0201073195334380000000000,0.0000000000000000000000000,0.0000000000000000000000000,0.0000000000000000000000000
Casey Mittelstadt,BOS,27,C,81.5775000000000000000000000,16.6923719294184000000000000,0.1935471125294230000000000,0.3720409563019820000000000,0.5655880688314050000000000,1.3778711876339800000000000,0.0347049320693071000000000,0.1222256117398830000000000,0.0001630956083880900000000,0.0002098742627339770000000,0.3824094009388720000000000,0.4334397580327500000000000,-0.0576530098414261000000000,0.3125047648340570000000000,0.0261947236745644000000000,5.4394864672478400000000000,6.4959281981599000000000000,0.4557434006053460000000000
